Date,Open,High,Low,Close,Volume
2025-01-02,455.96,456.8899,450.03,451.1,3751194
2025-01-03,452.53,454.526911,450.12,453.56,2887160
2025-01-06,453.85,456.2399,450.57,451.41,4072913
2025-01-07,452.8,456.515,451.1,452.92,3507166
2025-01-08,453.63,454.0,449.63,451.84,3933259
2025-01-10,452.66,453.0,440.1,442.66,5471869
2025-01-13,442.04,445.0,441.15,443.91,3639248
2025-01-14,445.5,450.3,443.92,450.03,4055602
2025-01-15,455.55,459.09,453.27,458.51,4719411
2025-01-16,458.93,462.96,458.3001,462.81,3475694
2025-01-17,464.71,470.18,462.4547,467.95,6466973
2025-01-21,471.0,473.17,467.72,468.57,4910195
2025-01-22,468.59,468.89,455.28,460.51,5838478
2025-01-23,461.68,464.76,458.0,459.83,4424526
2025-01-24,459.2,463.81,457.08,463.19,3070305
2025-01-27,464.3,474.93,464.3,474.7,4535629
2025-01-28,473.93,473.93,469.3,469.97,3261260
2025-01-29,469.88,473.92,468.0,469.26,2524211
2025-01-30,472.2,474.0643,469.15,472.35,2552240
2025-01-31,471.84,472.55,467.0101,468.67,5442624
2025-02-03,461.3,466.74,454.6,464.61,4232007
2025-02-04,464.94,467.91,462.7,467.49,3238419
2025-02-05,469.81,474.24,468.89,473.73,3782754
2025-02-06,475.46,478.0,473.28,477.22,3832693
2025-02-07,477.41,478.25,472.34,472.74,3205136
2025-02-10,473.96,474.2,469.3701,470.17,2907341
2025-02-11,470.05,473.05,466.715,472.61,2322610
2025-02-12,470.44,472.15,468.09,471.73,3297561
2025-02-13,471.55,481.19,471.2,480.49,3274693
2025-02-14,481.47,484.55,479.45,479.59,2825755
2025-02-18,480.4,484.06,477.63,482.82,3351014
2025-02-19,482.82,484.72,480.68,483.77,2436465
2025-02-20,484.125,484.2,478.14,481.8,2650957
2025-02-21,480.95,483.64,477.74,478.74,4085076
2025-02-24,483.5,503.9599,483.24,498.42,9862446
2025-02-25,503.15,507.0,491.9,499.82,6757512
2025-02-26,499.115,499.9,493.05,494.1,3543491
2025-02-27,496.45,504.95,495.61,502.41,4507714
2025-02-28,507.46,515.37,504.3333,513.83,6850339
2025-03-03,516.22,518.77,506.48,510.08,5112297
2025-03-04,507.27,508.73,493.6091,495.86,6126619
2025-03-05,496.0,500.93,492.32,498.5,4715777
2025-03-06,496.835,499.1,491.6314,497.84,3989662
2025-03-07,496.29,498.27,490.11,495.62,3842150
2025-03-10,490.0,500.449,490.0,497.1,6261980
2025-03-11,496.0,499.15,491.3101,496.25,5358269
2025-03-12,497.6,498.3233,488.75,495.94,3871096
2025-03-13,496.46,507.398,494.75,504.25,5104202
2025-03-14,506.95,515.84,502.92,514.6,5775588
2025-03-17,514.62,524.71,513.21,523.01,5343389
2025-03-18,525.45,528.38,521.42,523.14,4857806
2025-03-19,525.69,526.71,520.655,525.27,3797997
2025-03-20,524.0,530.6091,522.67,528.73,4065426
2025-03-21,528.31,528.96,520.73,521.91,8546279
2025-03-24,523.1,527.3,521.48,525.85,4858877
